marks,rating,role_encoded,department_encoded,competencyLevel_encoded,skill_name_encoded,course_name_encoded,employee_id,assessment_id
59,2,0,2,2,1,7,29579,22498
98,4,2,8,0,10,9,49478,22499
70,5,3,8,0,1,11,40307,22500
66,4,1,7,1,14,14,22763,22501
97,5,0,0,1,9,7,39280,22502
80,4,3,1,0,9,3,48467,22503
63,5,3,0,1,6,8,4729,22504
58,4,2,0,0,12,12,39485,22505
57,3,2,9,0,13,2,40615,22506
64,5,2,8,0,7,13,49730,22507
82,2,0,3,1,6,10,49866,22508
50,2,2,4,1,9,3,17729,22509
58,4,2,6,2,8,3,23856,22510
63,2,0,0,2,12,12,3034,22511
58,1,0,9,2,5,1,18524,22512
58,3,0,6,2,6,3,43626,22513
100,3,3,4,2,7,0,14245,22514
55,5,1,5,1,11,12,27421,22515
56,5,1,8,2,1,7,2141,22516
90,1,1,8,0,7,10,8893,22517
67,2,1,9,0,14,6,34853,22518
99,2,3,6,0,1,3,35359,22519
60,5,0,9,1,6,1,46158,22520
92,4,0,4,0,6,5,45857,22521
79,2,0,5,1,7,0,18209,22522
67,2,0,1,1,12,2,6981,22523
73,4,1,4,0,0,10,17830,22524
52,1,2,0,0,0,2,18425,22525
98,1,2,7,2,2,7,19452,22526
85,4,1,6,2,3,11,43451,22527
72,2,1,1,1,6,3,34120,22528
66,1,2,7,0,2,2,32097,22529
96,4,3,0,0,8,10,48499,22530
98,3,1,4,1,9,5,6725,22531
60,5,1,9,2,14,10,809,22532
89,2,0,4,0,9,3,21568,22533
56,2,1,8,0,3,14,17751,22534
98,3,3,2,1,7,5,15330,22535
75,5,2,3,0,11,13,34366,22536
80,4,2,2,2,5,2,17355,22537
91,2,0,5,1,2,3,15329,22538
93,2,0,1,2,2,3,5690,22539
50,1,3,2,1,7,8,32151,22540
80,5,1,2,2,10,6,38702,22541
96,3,1,0,0,3,11,25167,22542
76,1,1,5,1,10,5,41420,22543
62,3,0,0,1,14,5,25839,22544
74,3,3,8,0,12,3,32990,22545
56,4,3,3,2,8,6,47021,22546
88,5,0,3,2,9,0,8700,22547
80,5,2,0,2,1,3,7739,22548
66,1,2,8,1,8,11,15017,22549
71,5,0,4,0,12,2,35142,22550
82,1,2,7,2,8,4,29649,22551
70,2,1,7,0,7,3,31375,22552
52,4,3,9,2,9,4,13093,22553
91,2,2,2,0,6,1,18941,22554
61,2,0,4,2,9,7,42142,22555
98,4,1,8,2,3,9,28250,22556
80,3,3,7,0,5,10,35503,22557
63,1,0,7,2,1,8,22958,22558
69,3,2,5,2,8,3,45004,22559
59,1,1,6,1,5,6,31420,22560
66,4,3,7,0,10,10,17014,22561
62,2,2,3,1,0,1,27879,22562
75,3,2,6,1,8,8,39451,22563
86,2,0,2,1,2,1,41537,22564
64,1,1,2,2,14,10,21441,22565
52,5,1,8,2,8,0,34414,22566
93,5,1,7,0,13,11,24755,22567
77,4,2,6,1,5,12,21650,22568
64,3,2,3,2,13,7,32924,22569
65,3,3,8,2,12,14,5603,22570
75,3,1,4,1,5,9,28189,22571
71,2,3,2,2,9,3,38165,22572
99,5,2,6,1,10,8,46370,22573
50,3,2,6,2,6,7,47447,22574
86,5,1,2,1,7,12,31640,22575
68,4,1,8,0,4,4,16535,22576
51,1,0,8,2,0,10,46791,22577
51,5,1,1,0,3,5,14834,22578
86,2,1,1,2,12,3,680,22579
98,3,0,3,0,11,11,13039,22580
96,4,0,0,0,3,11,42008,22581
97,4,2,4,1,11,9,3803,22582
86,1,2,8,2,5,5,22993,22583
75,4,1,9,0,11,14,31499,22584
81,4,2,8,2,5,6,37493,22585
67,2,1,8,0,9,6,24832,22586
65,3,2,1,1,1,7,35576,22587
95,2,0,0,2,14,7,10342,22588
75,3,0,1,2,5,3,44159,22589
68,2,2,1,1,7,5,45668,22590
84,1,0,6,0,5,7,17837,22591
75,3,0,9,0,7,11,34468,22592
94,3,3,4,1,7,9,47232,22593
57,5,2,8,0,2,3,33231,22594
89,3,0,0,2,10,3,41472,22595
83,4,1,8,2,5,14,8336,22596
86,4,2,9,0,10,10,21846,22597
71,1,2,6,0,10,7,32963,22598
81,3,2,5,0,2,4,30732,22599
75,2,0,0,2,14,12,42802,22600
83,5,0,3,1,6,12,21195,22601
74,5,0,4,2,7,5,12561,22602
94,5,1,0,2,0,10,31037,22603
97,2,2,3,1,10,14,6219,22604
69,5,1,8,0,5,8,7155,22605
84,2,0,9,2,2,5,13499,22606
60,5,2,7,2,8,10,24972,22607
80,4,0,8,1,14,9,38706,22608
51,5,0,2,2,6,5,3701,22609
81,4,1,3,2,14,2,850,22610
65,4,1,6,0,13,11,1704,22611
99,5,0,5,0,3,7,11575,22612
91,4,3,0,1,14,14,2916,22613
83,4,1,7,2,9,4,14793,22614
55,2,0,7,0,5,3,43812,22615
68,2,1,9,2,6,2,10744,22616
69,3,0,8,0,5,12,23261,22617
64,4,0,6,0,10,3,12356,22618
87,5,1,4,2,10,13,6020,22619
81,2,0,3,0,6,13,38995,22620
97,4,1,4,1,14,10,32951,22621
65,2,0,0,2,10,12,18164,22622
93,3,2,6,0,3,1,2835,22623
66,5,2,1,0,3,4,15831,22624
91,3,1,9,0,0,1,14235,22625
53,5,2,1,1,13,3,13102,22626
65,5,2,1,2,7,14,22742,22627
69,4,2,3,2,1,3,7285,22628
54,5,2,8,1,2,5,8916,22629
98,5,0,0,1,6,12,142,22630
70,4,3,4,2,14,11,43236,22631
54,5,3,7,2,3,0,5463,22632
58,2,1,2,2,0,10,14327,22633
86,5,1,9,1,13,8,14480,22634
56,3,3,3,2,11,7,9485,22635
99,3,1,7,2,2,11,44489,22636
71,1,2,4,1,1,6,23524,22637
89,3,0,0,0,3,4,38104,22638
56,3,0,9,2,12,7,30754,22639
68,5,2,8,1,11,3,31579,22640
75,5,1,1,2,0,8,20145,22641
90,3,3,1,2,1,3,18208,22642
82,5,1,7,0,6,11,14555,22643
81,5,3,1,1,1,7,8637,22644
63,4,0,1,0,0,3,44575,22645
60,3,3,9,0,2,2,19442,22646
55,1,1,8,0,2,5,44732,22647
66,5,2,3,0,9,3,40496,22648
67,3,1,8,1,7,7,6001,22649
63,5,3,5,0,7,4,48167,22650
54,5,1,8,0,10,3,20955,22651
94,1,1,2,2,3,13,37021,22652
83,1,0,4,0,7,5,13519,22653
95,4,1,8,2,8,3,29856,22654
99,4,2,4,1,8,4,32905,22655
95,3,1,4,0,13,11,36129,22656
78,4,1,3,0,8,3,36032,22657
85,4,0,2,2,5,13,6618,22658
70,2,2,4,0,7,13,35066,22659
100,1,0,1,1,0,0,39712,22660
96,2,3,3,0,14,1,31510,22661
52,1,3,3,1,6,6,42769,22662
64,4,0,7,0,8,14,13480,22663
55,5,2,4,1,5,8,21744,22664
82,3,2,5,0,11,2,29242,22665
81,5,2,0,0,6,4,13651,22666
51,1,1,2,1,0,9,14782,22667
58,2,2,0,0,5,14,42595,22668
55,2,2,4,1,5,3,4546,22669
87,5,2,6,2,7,3,13267,22670
97,2,1,2,1,7,10,42241,22671
92,4,0,0,1,5,10,13479,22672
67,1,0,2,2,5,13,15827,22673
73,4,1,8,2,8,9,37674,22674
89,1,0,6,2,6,13,4953,22675
84,5,1,2,1,14,7,18828,22676
58,1,1,1,2,8,7,26353,22677
60,5,0,4,0,2,10,18809,22678
52,5,2,5,2,5,10,44063,22679
69,5,2,7,0,7,8,2351,22680
86,5,1,5,2,9,6,20213,22681
99,2,0,6,0,1,3,20390,22682
78,5,1,8,0,8,4,2309,22683
57,4,3,5,0,10,8,44186,22684
88,5,1,4,2,12,6,8331,22685
68,3,2,3,2,12,7,33899,22686
85,3,0,4,0,12,0,11153,22687
60,4,0,7,1,8,5,45079,22688
56,4,1,0,1,5,4,45795,22689
95,2,1,7,2,6,12,43564,22690
72,3,2,9,1,7,7,26044,22691
71,1,3,3,1,5,0,31510,22692
60,2,3,3,1,3,3,7912,22693
71,2,0,9,1,6,5,22948,22694
99,4,3,7,1,4,3,859,22695
63,2,0,6,1,1,3,25812,22696
90,5,3,5,1,6,7,34521,22697
80,4,2,7,1,8,13,41721,22698
95,4,1,5,0,1,3,12264,22699
64,5,1,5,0,6,5,41377,22700
80,5,0,2,0,7,4,12284,22701
100,2,0,0,1,10,3,2463,22702
93,4,0,4,0,11,14,18705,22703
90,3,2,2,2,0,3,11793,22704
74,4,3,7,0,2,3,4316,22705
99,1,1,6,0,4,10,39283,22706
56,3,3,4,0,8,10,43255,22707
81,3,3,1,2,7,5,47369,22708
88,2,3,9,1,5,5,9780,22709
99,4,1,6,2,3,14,43240,22710
65,5,3,5,0,2,7,21802,22711
57,5,2,2,1,0,8,24572,22712
97,2,3,9,1,6,14,3138,22713
50,4,2,6,1,1,11,40678,22714
86,5,2,3,2,10,6,34803,22715
72,4,0,8,0,7,9,13376,22716
52,2,1,6,0,12,0,25201,22717
53,1,1,5,1,4,4,35794,22718
73,4,2,7,2,9,3,32891,22719
58,2,1,1,0,8,1,5483,22720
69,3,0,1,0,1,11,22923,22721
50,1,2,7,2,8,13,7047,22722
74,3,2,9,0,3,12,18136,22723
85,3,0,5,0,7,1,24983,22724
87,3,2,8,0,2,8,10265,22725
81,4,3,6,0,8,3,37973,22726
57,2,3,7,1,11,1,6826,22727
66,4,0,8,1,10,3,13682,22728
88,3,3,1,1,8,7,46250,22729
50,3,1,2,2,12,6,11896,22730
55,3,0,0,0,12,2,15694,22731
87,4,2,4,2,8,13,35284,22732
94,3,3,7,0,12,2,30996,22733
78,2,2,2,2,1,10,39849,22734
76,3,3,1,1,12,1,8322,22735
94,2,0,6,0,3,14,20380,22736
77,3,0,2,1,14,7,42673,22737
90,3,0,3,0,6,1,18994,22738
77,2,1,8,1,13,0,17980,22739
56,2,0,6,2,5,3,25198,22740
88,2,2,5,1,7,11,48184,22741
72,4,2,5,0,1,10,28771,22742
90,2,2,8,0,0,3,43338,22743
64,3,2,6,2,10,3,33311,22744
71,4,0,7,1,14,13,29050,22745
56,5,1,8,2,8,5,5712,22746
84,3,2,6,2,2,7,8796,22747
58,4,2,2,1,7,7,7273,22748
93,3,2,5,1,5,4,7286,22749
62,5,3,0,2,13,10,21183,22750
53,2,3,3,1,14,1,35301,22751
100,1,1,0,2,5,13,2575,22752
91,5,3,9,2,8,5,45479,22753
96,1,1,1,1,7,11,7908,22754
97,4,3,7,2,2,9,22263,22755
94,1,1,7,1,5,5,28603,22756
82,4,3,5,2,14,11,46106,22757
76,2,1,8,2,13,5,20560,22758
99,4,3,6,1,13,10,47146,22759
84,4,2,3,1,10,3,8250,22760
71,3,1,2,1,1,7,44731,22761
94,4,1,2,2,6,11,36238,22762
86,4,2,1,0,7,9,14707,22763
63,1,2,7,0,6,7,35738,22764
80,5,3,7,0,13,8,15667,22765
87,4,3,1,1,11,7,31587,22766
86,2,3,0,0,7,12,24503,22767
72,2,0,4,2,8,8,28143,22768
53,3,0,1,1,1,9,44362,22769
68,3,2,8,2,2,4,9583,22770
61,3,0,9,1,1,11,8024,22771
72,2,1,4,2,11,3,43942,22772
74,5,1,0,0,1,11,11959,22773
87,2,0,6,1,13,3,49743,22774
78,1,2,1,0,3,6,32351,22775
72,4,0,2,2,0,4,48688,22776
80,2,0,4,1,0,0,21066,22777
67,2,2,6,0,7,3,15203,22778
62,5,0,5,0,11,8,38255,22779
97,4,1,6,2,3,3,22592,22780
76,3,0,7,2,8,5,2956,22781
100,4,0,7,1,10,9,34419,22782
99,2,3,0,1,11,5,38756,22783
54,4,0,6,1,14,10,25279,22784
91,1,1,2,1,6,14,35987,22785
97,5,1,3,0,7,5,26875,22786
76,2,3,0,0,5,14,46514,22787
82,1,3,1,1,6,5,13963,22788
97,1,0,7,2,2,7,24146,22789
56,5,1,1,1,5,8,7761,22790
91,5,0,6,2,1,6,42521,22791
96,1,0,7,0,3,10,7498,22792
63,2,1,0,1,8,0,43712,22793
69,2,2,0,0,1,14,10456,22794
77,4,3,2,1,2,10,11157,22795
57,4,1,9,0,11,4,3127,22796
56,5,1,4,1,9,12,34291,22797
52,3,0,0,0,8,8,11585,22798
74,4,1,7,2,7,3,7388,22799
53,4,3,9,2,5,2,34032,22800
75,2,0,1,0,1,1,47991,22801
70,3,3,1,2,8,3,6187,22802
89,1,2,1,0,1,0,41085,22803
57,1,0,9,1,5,0,6830,22804
76,5,1,6,0,6,11,33818,22805
78,3,1,9,0,8,2,3781,22806
99,3,0,1,1,2,1,21621,22807
56,3,3,1,1,3,4,48755,22808
55,2,0,1,1,6,5,11664,22809
94,3,3,0,0,7,4,16967,22810
88,3,1,6,2,7,7,43256,22811
81,4,1,9,1,8,10,33183,22812
100,5,3,9,0,6,2,41533,22813
61,2,1,8,0,1,3,2934,22814
88,4,0,4,1,13,3,14046,22815
51,2,1,7,2,1,13,16522,22816
52,2,1,6,0,11,12,29324,22817
89,5,0,6,0,14,11,2883,22818
52,3,1,7,1,2,9,32841,22819
100,2,2,4,0,6,12,11134,22820
58,5,2,5,1,13,1,15934,22821
70,5,2,3,0,8,7,29098,22822
53,2,3,0,0,11,1,9812,22823
80,4,0,9,2,10,9,36063,22824
93,4,3,2,1,14,3,36890,22825
62,2,2,9,1,14,3,22339,22826
86,2,0,1,2,1,12,40441,22827
57,2,0,3,1,6,3,39251,22828
88,3,2,4,0,9,2,3523,22829
67,3,3,7,1,4,5,38337,22830
82,5,3,9,1,14,12,29616,22831
51,5,2,8,0,4,4,28873,22832
93,5,0,4,0,6,2,248,22833
69,5,3,4,0,2,3,25932,22834
81,3,2,0,2,3,4,46321,22835
88,3,1,1,1,9,5,47303,22836
99,3,3,5,0,9,4,17858,22837
81,3,2,4,2,6,9,1327,22838
67,4,3,5,0,6,9,42267,22839
84,1,0,1,1,3,9,17851,22840
100,3,1,3,0,7,9,4528,22841
86,4,3,8,2,8,3,23529,22842
53,5,3,7,0,11,3,33279,22843
96,1,0,5,0,13,7,17472,22844
93,4,1,8,0,1,8,16995,22845
65,4,3,7,0,12,5,18819,22846
65,5,2,4,2,2,0,40244,22847
75,3,2,8,0,8,1,26677,22848
80,2,1,9,1,6,5,32295,22849
92,3,1,7,2,5,0,29625,22850
52,4,1,0,0,7,14,46001,22851
55,1,0,2,0,7,0,2497,22852
58,3,3,7,2,8,3,4030,22853
60,2,0,7,2,6,14,12737,22854
74,4,0,0,2,13,2,5254,22855
78,1,1,3,2,3,4,8687,22856
98,4,3,4,1,10,10,26558,22857
82,3,1,6,0,7,0,10727,22858
64,3,2,4,0,9,12,3713,22859
78,1,1,6,0,5,2,23542,22860
84,4,1,8,2,7,3,32587,22861
68,1,2,5,2,2,7,46111,22862
66,2,2,6,0,0,12,44184,22863
81,2,2,3,0,4,13,14206,22864
95,5,1,3,0,10,7,33271,22865
53,1,0,1,2,12,4,22226,22866
87,1,0,4,1,6,11,29236,22867
78,4,0,8,2,13,6,7916,22868
85,5,3,2,2,0,0,12552,22869
86,3,1,1,2,7,0,19734,22870
52,5,1,7,2,5,6,25012,22871
91,4,2,9,0,12,3,18115,22872
65,3,1,5,2,11,4,38129,22873
59,4,1,6,1,13,10,13444,22874
65,4,1,7,0,9,9,19483,22875
56,4,2,5,2,7,4,35409,22876
82,3,1,4,0,5,11,49706,22877
97,3,2,0,1,2,9,11992,22878
80,3,0,2,0,10,9,27423,22879
90,5,2,3,2,5,13,5863,22880
80,4,0,4,2,8,3,48185,22881
65,4,3,8,2,1,8,29007,22882
68,4,2,6,0,4,3,48986,22883
91,5,0,7,2,12,13,28222,22884
95,3,3,2,0,0,11,31164,22885
91,1,0,8,0,3,5,892,22886
97,3,1,8,2,4,4,4727,22887
67,3,1,8,0,1,3,2141,22888
57,2,1,0,0,0,12,35362,22889
80,4,2,3,2,6,3,18602,22890
87,1,2,8,0,1,5,41622,22891
93,1,3,7,2,3,3,398,22892
62,4,0,1,1,11,9,39761,22893
84,2,0,4,2,6,7,6655,22894
61,5,2,7,0,0,7,18239,22895
88,4,1,5,1,8,4,45328,22896
52,5,1,0,0,8,7,30625,22897
89,3,0,9,0,2,0,46496,22898
69,1,1,5,0,14,10,11119,22899
69,4,0,6,1,14,10,12474,22900
69,5,1,7,0,9,7,26000,22901
100,2,0,0,0,10,1,11986,22902
68,1,2,3,2,7,7,20914,22903
97,5,0,0,2,6,5,25367,22904
100,2,2,3,2,12,12,30933,22905
89,2,0,4,0,6,12,10938,22906
65,5,2,0,2,5,5,21494,22907
98,1,0,3,0,12,2,6544,22908
88,4,1,4,0,7,5,44584,22909
50,5,2,0,2,1,7,14305,22910
68,4,0,8,2,1,3,11079,22911
55,4,1,6,0,2,10,49228,22912
72,2,3,1,0,5,12,40350,22913
97,1,1,1,1,2,13,25526,22914
67,2,3,7,1,2,10,8224,22915
71,4,3,6,1,6,13,36414,22916
52,3,1,8,1,12,5,45243,22917
93,1,3,8,1,6,3,40727,22918
79,3,0,1,0,0,1,30037,22919
100,3,0,6,0,13,0,5326,22920
88,5,0,7,2,5,6,5482,22921
80,2,3,4,2,5,9,2202,22922
78,4,2,3,1,10,14,5894,22923
97,3,2,0,1,6,3,22336,22924
74,4,2,4,0,0,3,39694,22925
55,4,3,3,2,5,3,18626,22926
90,1,2,3,1,1,13,15372,22927
86,3,1,6,1,2,11,14562,22928
71,2,0,3,0,8,9,15550,22929
96,5,1,1,0,5,2,1255,22930
82,3,1,4,0,14,0,24052,22931
82,2,0,2,0,4,3,8905,22932
51,4,2,3,0,6,4,18977,22933
66,1,3,1,1,8,13,48591,22934
98,4,2,3,0,5,13,21019,22935
93,5,3,5,0,3,7,8847,22936
76,2,3,5,2,7,7,42097,22937
54,4,1,9,1,1,10,14918,22938
69,1,0,6,1,5,6,38531,22939
52,5,3,7,2,8,0,12167,22940
86,2,1,8,1,2,3,17233,22941
59,3,2,9,1,12,11,43613,22942
67,3,0,3,0,5,0,30936,22943
53,4,3,8,1,6,4,33315,22944
75,3,2,2,1,1,1,39246,22945
88,1,2,5,2,12,13,11067,22946
63,3,0,8,0,8,9,5274,22947
60,1,1,9,0,1,10,34952,22948
85,4,1,4,1,9,14,3751,22949
65,4,2,3,0,2,14,24548,22950
55,5,2,0,0,1,8,44119,22951
85,5,1,2,1,7,3,25766,22952
53,1,1,9,1,2,6,14002,22953
77,5,3,4,0,3,3,44477,22954
58,3,0,1,0,2,4,32002,22955
83,4,0,9,2,12,6,44964,22956
68,3,1,8,1,8,11,40612,22957
92,2,3,5,1,6,13,44544,22958
93,5,1,3,2,11,0,4250,22959
58,5,3,3,2,10,6,19422,22960
75,3,2,7,0,13,0,36747,22961
91,3,2,2,0,2,10,13857,22962
57,4,3,9,2,11,3,39875,22963
80,2,0,6,0,13,1,12733,22964
60,2,1,8,2,3,14,3653,22965
71,5,3,9,1,5,1,23967,22966
64,4,1,0,2,1,9,38932,22967
56,4,3,3,2,5,8,33714,22968
99,4,2,1,1,2,7,28122,22969
56,1,2,0,0,2,5,31062,22970
74,1,3,9,1,10,10,15421,22971
78,3,1,3,0,8,10,32330,22972
69,4,3,3,2,13,2,2877,22973
78,3,0,0,0,12,2,1653,22974
55,2,0,4,2,4,3,553,22975
100,5,3,6,2,12,10,47692,22976
54,2,1,9,2,4,2,4330,22977
55,5,3,2,2,9,0,28671,22978
72,2,0,0,0,2,13,40484,22979
55,5,1,3,1,0,8,39853,22980
65,4,2,8,1,10,2,6708,22981
72,1,0,3,0,14,2,4425,22982
93,3,3,8,0,10,11,31532,22983
91,4,2,6,1,0,11,2255,22984
76,1,0,6,1,5,13,15513,22985
76,3,2,6,1,0,7,17226,22986
64,3,2,0,2,13,3,40215,22987
65,5,1,2,1,8,5,432,22988
65,3,1,3,2,8,3,34941,22989
69,5,0,7,2,2,13,29016,22990
90,2,0,5,1,11,3,43146,22991
68,5,0,5,1,14,7,19910,22992
77,1,0,4,0,2,10,19408,22993
67,5,2,3,0,5,8,21357,22994
54,2,2,8,0,1,1,2024,22995
92,2,0,2,0,12,3,33496,22996
52,3,2,0,0,9,0,31548,22997
51,3,1,4,1,13,1,15773,22998
68,2,1,2,1,7,3,47532,22999
63,4,2,8,0,5,9,32853,23000
89,5,2,8,0,10,2,22783,23001
76,1,1,1,1,9,6,10937,23002
89,5,1,9,0,4,2,10760,23003
91,4,0,7,2,0,3,6495,23004
93,4,3,7,1,7,10,46145,23005
66,5,2,6,2,6,6,27512,23006
80,3,2,8,2,13,9,35594,23007
64,2,2,4,1,7,2,46286,23008
56,2,3,3,1,1,10,13068,23009
61,5,3,9,1,1,1,45435,23010
52,4,1,1,1,6,9,3326,23011
97,5,3,3,1,7,12,19751,23012
61,3,0,0,2,8,7,5514,23013
69,2,3,4,0,6,0,19944,23014
59,5,1,0,2,14,3,44440,23015
80,2,2,3,2,12,8,36407,23016
68,2,0,5,0,12,3,30019,23017
93,3,2,6,0,3,3,13793,23018
69,1,2,9,0,11,5,38594,23019
63,4,1,6,2,5,6,11970,23020
65,5,0,1,1,12,1,7923,23021
58,1,1,8,1,6,10,5709,23022
83,2,0,6,1,4,5,7853,23023
65,2,0,7,2,12,9,23367,23024
87,5,1,6,2,13,10,7121,23025
66,1,2,9,1,7,11,48273,23026
76,3,1,9,1,6,8,9079,23027
84,3,3,3,2,13,3,9233,23028
88,2,1,0,0,12,13,46261,23029
82,1,0,1,2,6,3,17639,23030
77,2,2,5,0,3,0,49158,23031
80,3,1,4,2,0,11,20273,23032
69,5,0,2,0,11,11,47659,23033
75,4,3,4,2,1,9,49079,23034
51,3,0,8,1,7,5,6329,23035
71,5,1,5,0,11,3,12879,23036
57,4,3,9,0,6,10,4504,23037
99,5,0,2,2,0,14,32248,23038
63,4,1,7,1,7,11,9169,23039
57,1,1,7,1,1,10,10308,23040
68,2,2,8,0,2,7,3275,23041
74,4,1,4,2,3,9,6642,23042
88,3,3,1,2,6,3,3231,23043
67,3,2,3,0,14,11,35306,23044
83,5,2,3,2,10,7,10155,23045
91,2,1,3,0,2,1,5774,23046
50,5,3,6,0,8,2,12525,23047
81,5,3,1,1,1,8,2806,23048
53,2,3,7,2,5,10,30740,23049
66,4,3,9,1,6,3,7133,23050
96,1,1,9,2,14,5,39334,23051
57,2,1,8,2,14,3,28299,23052
83,5,3,7,1,4,8,49914,23053
94,2,0,1,0,1,13,24404,23054
95,4,0,6,1,4,10,14277,23055
60,2,0,6,0,10,12,47104,23056
86,2,3,3,0,12,7,48246,23057
53,4,0,1,1,3,2,29459,23058
66,5,1,5,0,9,8,14926,23059
52,5,0,4,1,2,7,47484,23060
99,4,3,8,1,8,3,10368,23061
72,3,3,6,2,13,4,23849,23062
74,5,1,0,2,5,0,4258,23063
85,1,2,6,2,0,1,19031,23064
65,3,3,2,0,6,10,3813,23065
84,4,3,7,1,3,5,4837,23066
89,2,1,3,2,8,2,25891,23067
96,3,1,1,0,3,0,41935,23068
100,3,3,7,2,5,3,19766,23069
53,5,3,5,2,0,8,8847,23070
83,2,1,4,2,2,3,15567,23071
57,2,3,0,2,0,3,9821,23072
60,4,3,8,0,9,9,40320,23073
72,3,0,4,1,5,7,42307,23074
77,3,3,1,2,7,4,15697,23075
82,3,3,1,1,12,5,5161,23076
77,5,1,3,2,3,3,48963,23077
73,3,2,2,0,3,0,37624,23078
73,5,3,3,1,3,8,42877,23079
95,2,0,0,2,2,5,23593,23080
67,5,3,7,0,13,2,48497,23081
65,5,3,8,0,7,7,37639,23082
78,5,2,9,0,11,11,2600,23083
86,2,0,5,0,3,13,49904,23084
51,4,3,0,1,5,7,19124,23085
99,2,0,5,2,12,13,23516,23086
67,4,2,1,1,3,5,1444,23087
79,4,2,0,1,6,12,30484,23088
53,4,3,5,2,14,3,10373,23089
53,5,3,5,2,9,5,1413,23090
91,5,0,1,0,5,13,9137,23091
97,4,3,2,1,1,12,30041,23092
87,3,2,9,2,4,7,83,23093
97,1,2,9,2,1,13,47119,23094
91,1,0,4,1,14,13,26689,23095
70,2,3,7,1,8,3,42510,23096
86,3,2,0,2,12,9,38132,23097
59,3,2,7,1,11,5,24424,23098
58,1,3,4,2,4,10,4621,23099
76,3,3,3,1,8,8,30477,23100
99,4,2,3,0,6,5,10314,23101
99,2,1,1,2,4,12,7557,23102
80,4,0,8,0,8,10,13714,23103
54,3,3,1,1,2,5,17005,23104
54,2,2,7,2,12,14,7542,23105
55,3,1,2,0,11,4,32281,23106
65,3,2,5,1,12,11,24082,23107
78,1,3,3,0,6,6,31412,23108
54,4,2,0,0,4,9,16171,23109
83,2,3,5,1,8,10,7260,23110
80,5,0,3,0,2,13,26444,23111
52,1,1,4,1,13,5,22005,23112
55,5,2,7,1,1,1,24792,23113
67,3,0,0,0,8,10,9914,23114
51,1,0,2,0,7,10,41306,23115
90,1,1,1,1,8,9,44237,23116
63,5,3,7,0,7,8,38324,23117
59,4,2,1,0,7,10,24790,23118
100,4,1,0,2,1,8,37975,23119
52,4,2,4,0,2,12,29833,23120
92,2,3,5,2,1,10,1023,23121
74,5,0,1,2,10,6,40607,23122
50,4,3,4,2,9,9,24943,23123
66,3,1,0,0,2,2,30523,23124
52,2,3,9,1,10,2,35859,23125
87,4,3,1,2,12,3,8307,23126
97,1,3,7,1,11,0,9745,23127
57,1,0,0,1,4,11,28146,23128
52,2,3,3,2,8,11,32324,23129
100,5,1,6,0,2,7,4114,23130
71,5,2,1,2,2,0,27443,23131
50,5,2,5,2,5,14,29787,23132
57,4,0,1,1,6,12,47024,23133
62,5,0,0,0,14,8,17032,23134
51,4,3,0,1,8,10,47270,23135
63,4,2,0,1,7,4,10890,23136
61,5,1,5,0,13,13,30271,23137
69,3,0,7,2,12,7,18599,23138
74,2,0,7,1,7,3,47522,23139
64,2,0,5,1,11,1,25748,23140
98,3,0,9,0,1,0,15261,23141
70,2,3,6,0,12,12,5840,23142
63,3,3,8,2,1,0,37657,23143
73,5,0,7,2,4,6,24274,23144
62,1,1,4,0,0,5,19251,23145
58,5,0,2,2,3,7,19693,23146
50,2,1,3,1,2,10,2749,23147
61,3,1,4,0,9,11,40711,23148
92,4,1,8,2,5,11,28431,23149
62,1,2,4,1,1,4,17497,23150
75,1,3,2,1,0,11,43822,23151
64,2,0,7,0,8,3,42881,23152
92,5,0,7,2,7,3,40570,23153
82,4,0,9,0,8,4,19632,23154
64,4,1,7,0,12,5,31744,23155
75,1,2,6,0,12,0,35290,23156
59,1,2,5,1,10,14,29040,23157
72,5,0,4,0,6,2,24739,23158
68,5,0,6,0,0,8,13808,23159
52,2,2,4,2,8,13,27822,23160
56,3,3,3,1,2,11,19726,23161
52,5,0,8,2,11,5,1709,23162
67,1,0,0,1,7,6,31547,23163
52,4,2,2,2,9,9,8605,23164
88,4,1,3,2,4,2,38157,23165
78,2,2,5,0,12,12,23264,23166
63,2,3,5,1,3,11,24110,23167
68,2,0,2,0,12,1,42673,23168
69,4,2,3,2,9,14,13734,23169
75,5,3,2,0,9,2,39523,23170
63,4,3,7,2,1,6,30474,23171
84,4,3,5,1,13,11,15176,23172
56,2,1,9,2,7,11,43327,23173
89,2,2,9,1,4,13,48791,23174
64,1,2,6,2,12,13,9407,23175
79,3,0,2,0,7,4,35314,23176
78,5,3,1,1,13,1,2806,23177
86,5,3,0,0,5,4,14355,23178
81,3,1,1,1,12,3,29314,23179
57,3,3,8,2,6,3,47216,23180
53,5,0,0,2,13,0,43889,23181
59,2,1,2,2,10,13,47159,23182
60,2,3,1,2,10,8,6241,23183
91,4,1,3,1,6,2,778,23184
68,1,3,2,2,5,4,39354,23185
84,3,1,9,1,2,13,32529,23186
65,1,0,3,1,5,5,44793,23187
54,3,2,3,2,5,7,33180,23188
59,2,2,8,2,3,12,28089,23189
96,4,1,3,0,3,11,11716,23190
62,1,0,6,1,5,5,18856,23191
50,2,3,7,0,11,12,15866,23192
97,4,2,4,0,3,8,19879,23193
57,2,2,5,0,1,12,21565,23194
